id,name,gender,language,country,emotions,model_name,image_link,voice_preview_link,user_id,clone_details,speaker_type
293,Kristina,F,en,us,{Neutral},TORTOISE_VCTK,https://vaux-contents.s3.us-east-2.amazonaws.com/profile_images/avatar_37.png,https://voaux.s3.ap-south-1.amazonaws.com/voice_preview/Kristina_intro.wav,"","""{\""auto_condition_link\"": \""https://voaux.s3.ap-south-1.amazonaws.com/voice_latents/Kristina_N7yQagtATQ03Fl.pth\""}""",public
294,Jaiden,F,en,us,{Neutral},TORTOISE_VCTK,https://vaux-contents.s3.us-east-2.amazonaws.com/profile_images/avatar_21.png,https://voaux.s3.ap-south-1.amazonaws.com/voice_preview/Jaiden_intro.wav,"","""{\""auto_condition_link\"": \""https://voaux.s3.ap-south-1.amazonaws.com/voice_latents/Jaiden_N7yQagtATQ03Fl.pth\""}""",public
295,Gretchen,F,en,us,{Neutral},TORTOISE_VCTK,https://vaux-contents.s3.us-east-2.amazonaws.com/profile_images/avatar_70.png,https://voaux.s3.ap-south-1.amazonaws.com/voice_preview/Gretchen_intro.wav,"","""{\""auto_condition_link\"": \""https://voaux.s3.ap-south-1.amazonaws.com/voice_latents/Gretchen_N7yQagtATQ03Fl.pth\""}""",public
296,Emery,F,en,us,{Neutral},TORTOISE_VCTK,https://vaux-contents.s3.us-east-2.amazonaws.com/profile_images/avatar_35.png,https://voaux.s3.ap-south-1.amazonaws.com/voice_preview/Emery_intro.wav,"","""{\""auto_condition_link\"": \""https://voaux.s3.ap-south-1.amazonaws.com/voice_latents/Emery_N7yQagtATQ03Fl.pth\""}""",public
297,Chloe,F,en,us,{Neutral},TORTOISE_VCTK,https://vaux-contents.s3.us-east-2.amazonaws.com/profile_images/avatar_0.png,https://voaux.s3.ap-south-1.amazonaws.com/voice_preview/Chloe_intro.wav,"","""{\""auto_condition_link\"": \""https://voaux.s3.ap-south-1.amazonaws.com/voice_latents/Chloe_N7yQagtATQ03Fl.pth\""}""",public
298,Bridget,F,en,us,{Neutral},TORTOISE_VCTK,https://vaux-contents.s3.us-east-2.amazonaws.com/profile_images/avatar_67.png,https://voaux.s3.ap-south-1.amazonaws.com/voice_preview/Bridget_intro.wav,"","""{\""auto_condition_link\"": \""https://voaux.s3.ap-south-1.amazonaws.com/voice_latents/Bridget_N7yQagtATQ03Fl.pth\""}""",public
299,Aria,F,en,us,{Neutral},TORTOISE_VCTK,https://vaux-contents.s3.us-east-2.amazonaws.com/profile_images/avatar_66.png,https://voaux.s3.ap-south-1.amazonaws.com/voice_preview/Aria_intro.wav,"","""{\""auto_condition_link\"": \""https://voaux.s3.ap-south-1.amazonaws.com/voice_latents/Aria_N7yQagtATQ03Fl.pth\""}""",public
300,Aracely,F,en,us,{Neutral},TORTOISE_VCTK,https://vaux-contents.s3.us-east-2.amazonaws.com/profile_images/avatar_65.png,https://voaux.s3.ap-south-1.amazonaws.com/voice_preview/Aracely_intro.wav,"","""{\""auto_condition_link\"": \""https://voaux.s3.ap-south-1.amazonaws.com/voice_latents/Aracely_N7yQagtATQ03Fl.pth\""}""",public
301,Anabelle,F,en,us,{Neutral},TORTOISE_VCTK,https://vaux-contents.s3.us-east-2.amazonaws.com/profile_images/avatar_64.png,https://voaux.s3.ap-south-1.amazonaws.com/voice_preview/Anabelle_intro.wav,"","""{\""auto_condition_link\"": \""https://voaux.s3.ap-south-1.amazonaws.com/voice_latents/Anabelle_N7yQagtATQ03Fl.pth\""}""",public
302,Abbigail,F,en,us,{Neutral},TORTOISE_VCTK,https://vaux-contents.s3.us-east-2.amazonaws.com/profile_images/avatar_34.png,https://voaux.s3.ap-south-1.amazonaws.com/voice_preview/Abbigail_intro.wav,"","""{\""auto_condition_link\"": \""https://voaux.s3.ap-south-1.amazonaws.com/voice_latents/Abbigail_N7yQagtATQ03Fl.pth\""}""",public
